Zotu1	Zotu3	N/A	N/A	N/A	N/A	100.000	74	74	74	0	0	0	1	74	1	74	N/A	5.54e-38	137	100	100
Zotu2	Zotu2	N/A	N/A	N/A	N/A	100.000	79	79	79	0	0	0	1	79	1	79	N/A	9.91e-41	147	100	100
Zotu3	gi|1189398680|gb|KX534906.1|	1376676	N/A	N/A	N/A	100.000	157	157	654	0	0	0	1	157	21	177	Thoracolopha spilocrossa voucher K420690 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	7.73e-75	291	100	100
Zotu3	gi|529405769|gb|KF394991.1|	1376676	N/A	N/A	N/A	100.000	157	157	658	0	0	0	1	157	22	178	Proteuxoa spilocrossa voucher CCDB-15857-C07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	7.73e-75	291	100	100
Zotu3	gi|320555799|gb|HQ950885.1|	1376676	N/A	N/A	N/A	99.363	157	157	658	1	0	0	1	157	22	178	Proteuxoa spilocrossa voucher 10ANIC-07834 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	3.60e-73	285	100	100
Zotu3	gi|1189398678|gb|KX534905.1|	1376676	N/A	N/A	N/A	98.726	157	157	654	2	0	0	1	157	21	177	Thoracolopha spilocrossa voucher K365838 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.67e-71	279	100	100
Zotu3	gi|1189398676|gb|KX534904.1|	1376676	N/A	N/A	N/A	98.726	157	157	654	2	0	0	1	157	21	177	Thoracolopha spilocrossa voucher K365839 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.67e-71	279	100	100
Zotu3	gi|1189398564|gb|KX534848.1|	1376657	N/A	N/A	N/A	98.726	157	157	654	2	0	0	1	157	21	177	Proteuxoa metableta voucher K365765 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.67e-71	279	100	100
Zotu3	gi|1189398562|gb|KX534847.1|	1376657	N/A	N/A	N/A	98.726	157	157	654	2	0	0	1	157	21	177	Proteuxoa metableta voucher K365759 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.67e-71	279	100	100
Zotu3	gi|529400038|gb|KF392761.1|	1376657	N/A	N/A	N/A	98.726	157	157	550	2	0	0	1	157	22	178	Proteuxoa metableta voucher 10ANIC-07860 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	1.67e-71	279	100	100
Zotu4	gi|1070691475|gb|KX051853.1|	1899714	N/A	N/A	N/A	96.178	157	157	619	6	0	0	1	157	22	178	Cecidomyiidae sp. sc_05994 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	7.84e-65	257	100	100
Zotu4	gi|968364061|gb|KR229386.1|	1744215	N/A	N/A	N/A	96.178	157	157	633	6	0	0	1	157	22	178	Cecidomyiidae sp. BOLD:ACF0397 voucher BIOUG12216-E12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	7.84e-65	257	100	100
